1755142270.867892,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.036008
1755142270.870112,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.036008
1755142270.872440,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.036008
1755142270.873792,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.036008
1755142270.875771,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.036008
1755142270.877749,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.036008
1755142270.879702,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.036008
1755142270.881751,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.036008
1755142270.883919,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.036008
1755142270.885816,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.036031
1755142270.887672,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.036102
1755142270.890163,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.036243
1755142270.892608,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.036477
1755142270.893801,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.036827
1755142270.895701,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.037288
1755142270.897694,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.037906
1755142270.899548,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.038699
1755142270.901462,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.039685
1755142270.903566,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.040879
1755142270.907764,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.042298
1755142270.909549,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.043955
1755142270.911504,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.045862
1755142270.914028,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.048030
1755142270.916108,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.050470
1755142270.918010,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.053189
1755142270.919889,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.056196
1755142270.921869,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.059495
1755142270.923765,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.063092
1755142270.925745,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.066990
1755142270.928031,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.071191
1755142270.929718,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.075670
1755142270.931689,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.080454
1755142270.933717,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.085540
1755142270.935656,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.090926
1755142270.937589,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.096608
1755142270.940503,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.102581
1755142270.941455,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.108840
1755142270.943444,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.115377
1755142270.945390,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.122186
1755142270.947345,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.129257
1755142270.950974,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.136581
1755142270.951443,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.144148
1755142270.953852,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.151947
1755142270.955272,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.159967
1755142270.957272,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.168195
1755142270.959206,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.176620
1755142270.962866,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.185228
1755142270.964612,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.194006
1755142270.966564,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.202940
1755142270.968513,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.212017
1755142270.970406,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.221222
1755142270.972574,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.230540
1755142270.974481,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.239959
1755142270.976294,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.249463
1755142270.978224,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.259039
1755142270.980188,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.268671
1755142270.982112,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.278346
1755142270.984133,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.288050
1755142270.986173,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.297770
1755142270.987990,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.307492
1755142270.989965,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.317203
1755142270.992037,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.326891
1755142270.994188,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.336544
1755142270.997088,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.346149
1755142270.998940,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.355696
1755142271.000800,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.365174
1755142271.002729,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.374572
1755142271.004735,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.383882
1755142271.006682,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.393094
1755142271.008609,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.402199
1755142271.010591,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.411191
1755142271.012542,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.420062
1755142271.014548,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.428806
1755142271.016630,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.437417
1755142271.018535,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.445889
1755142271.020350,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.454219
1755142271.022332,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.462403
1755142271.024271,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.470437
1755142271.026207,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.478320
1755142271.028173,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.486049
1755142271.030679,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784321,0.493623
1755142271.032957,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784322,0.501043
1755142271.034551,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784324,0.508282
1755142271.036441,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784325,0.515368
1755142271.038417,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784327,0.522303
1755142271.040413,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784329,0.529087
1755142271.042295,-0.000109,-0.788273,0.000175,-2.364553,-0.000383,1.572619,0.784331,0.535724
